Account Number,Name,Age,Income,Expenses,Balance
GB25WFIT32535996788246,Joel Kane,43,37053.18524279095,15611.828417235709,21441.356825555238
GB81JBQN88833193511352,Antonio Joyce,25,61608.26787378519,38657.20837813696,22951.05949564823
GB36RSTY54925704786623,Lisa Garcia,46,45322.98798688109,54227.4813609994,-8904.493374118312
GB89BNNF86115162032283,Paula Adams,43,53465.038817307155,49262.15402241592,4202.884794891237
GB92TODX23924346070038,Edward Alexander,27,49530.79421120816,49653.9748459117,-123.18063470354537
GB67HLNK92432725716594,Jordan Gregory,43,54770.408272231216,52361.30721806218,2409.101054169034
GB35JYXG46503561545658,Tammy Fisher,51,50768.218910602554,40886.575909614374,9881.64300098818
GB09YYBX48473502149725,Tiffany Evans,68,37170.077758114305,41973.15707405596,-4803.079315941657
GB96KBRX98732989702155,Amy Wagner,58,59962.6681944714,33823.481045656496,26139.187148814905
GB68RUNM84580257811698,Austin Contreras,24,45062.43416838688,36839.271439729506,8223.162728657371
GB90VPKC73741071672880,Paul Cowan,21,34434.18101340249,46157.71149771142,-11723.530484308925
GB83XRKY08010401574213,Desiree Thomas,67,45718.84839034088,52038.84437168816,-6319.9959813472815
GB45VDIC18688440069332,Justin Clark,62,65007.59790634311,38605.53724319,26402.060663153105
GB08GEHG09516356780536,Andrew Chavez,28,58502.21742113493,35498.10735148589,23004.11006964904
GB76EPNO40469286948110,Allison Dalton,46,46513.47865592141,40005.27958856597,6508.199067355439
GB68VOMX79990473378289,Jessica Parks,53,46507.42295681571,46012.06748929115,495.3554675245614
GB38TLOM91474228401223,David Sanchez,42,46783.64948782617,25561.451838664583,21222.19764916159
GB26BSXY64834518242827,Gabriela Baker,38,70767.4798356084,17038.190468627618,53729.28936698079
GB55ZXJW29236987126923,Heather Mcdaniel,53,53819.35452231553,34494.631505084166,19324.723017231365
GB54HMAM51503203743294,Amber Thompson,27,54300.4164719107,27792.875740858413,26507.540731052286
GB32UHJC84909578496516,Alexandra Rodriguez,54,60302.83454031842,34918.598023526894,25384.236516791527
GB91XPST97817761262360,Sheila Turner,26,52387.891590265135,38522.196811825284,13865.69477843985
GB73ZISE08105004363105,Robert Martin,41,47409.578541792966,35467.51590976986,11942.062632023102
GB52KLZJ32788399165662,Eric Sexton,52,48036.50150915022,54524.67534470745,-6488.173835557231
GB82NACD61703697437082,Sarah Jackson,66,49283.98740585936,43267.4476460232,6016.53975983616
GB57KTBZ90710072595546,Ann Evans,52,49627.777634901584,43004.74359610828,6623.034038793303
GB78FSKW36983005146384,Kent Fuentes,65,57276.2954363698,46222.07144043402,11054.223995935783
GB73FHMN53686111923984,Nathan Price,53,50519.458858073,28611.66882219231,21907.790035880687
GB74TEPY26777480670272,Michael Gardner,35,57326.400772155794,50391.11787420269,6935.282897953104
GB73HCND79115222984391,Juan Anderson,66,49192.83419891418,39242.357134645405,9950.477064268773
GB96VAWO41598520562112,Lisa Shepherd,56,50786.3519031609,46704.80617241213,4081.545730748774
GB05CEND77261877457592,Jacqueline Coleman,49,30017.993154678923,29281.427669598444,736.5654850804785
GB82GTVE58634125101665,Mark Olson,41,59163.276747024815,24462.412339839357,34700.86440718546
GB71ZDNP00663398158048,Susan Torres,40,53464.884758979926,48178.896580250286,5285.98817872964
GB58IENX23532678723077,Jacqueline Warren,49,59980.10109859652,43764.09526097517,16216.00583762135
GB74IMPB91367961101253,Natasha Contreras,54,21037.44621806311,30979.484456424896,-9942.038238361787
GB23QKOZ02960993880155,Ruben Cortez,29,70883.74704780728,31303.369187253054,39580.377860554225
GB10UNYA11814890104943,Thomas Hernandez,66,48604.10371844826,51254.34784414769,-2650.244125699428
GB77UVKY32878017721650,Lance Scott,30,61081.82816737516,28105.881071326723,32975.94709604844
GB33MJIC54406422310066,Donna Gomez,40,39600.94072874469,56426.729532559635,-16825.788803814947
GB98IYZD67429462813387,Sandra Shields,42,56127.7390506257,30993.792653521312,25133.946397104388
GB03LRCO39363291028235,Samuel Johnson,52,39465.84436826344,46383.91925608383,-6918.0748878203885
GB95ZIDS70340919690658,Andrew Lucas,58,43762.310393041946,36713.81524251015,7048.495150531795
GB69HQMW04915758422878,Michael Sweeney,47,69140.31353866786,46031.874310823434,23108.43922784443
GB57IVUN58095767005465,Jesus Hayes,34,48093.17599236654,34558.859978858076,13534.316013508462
GB60QXDV55084266581639,Alexander Miller,66,52174.32873179723,38372.07093927706,13802.25779252017
GB31MAIK27822557027969,Alyssa Franklin,37,58700.67730688754,40409.19175395721,18291.48555293033
GB80LVAU82359792680931,Lisa Garcia,65,54956.818879726045,29978.125442185272,24978.693437540773
GB48MSDA77642737156708,Stephanie Hicks,42,51504.189051435766,47408.243454201256,4095.9455972345095
GB49VKZV19010370479468,Amanda Giles,39,53649.61002466225,34867.86433528415,18781.745689378105
GB34ZESZ31791130595231,Robert Cook,30,74034.15585238276,37714.00084659981,36320.155005782944
GB74ACNC63632175727219,Christopher Jenkins,36,49423.81202966414,30056.50625391488,19367.305775749264
GB86TCJW57088401992414,Maria Williams,66,52010.99046714968,14376.663412046895,37634.32705510278
GB39VOCS18048232530891,Danielle Gutierrez,53,60506.54396007612,38089.72237399831,22416.821586077807
GB92QEAY61405243811390,Gabriel Ross,29,61055.259329579836,64126.15421612916,-3070.894886549322
GB79QDGP08663757742930,Michael Foster,58,61870.3030556038,47846.04287898024,14024.26017662356
GB31QRMD63085938674608,Jeffrey Reyes,36,56387.302220291844,39807.396202656055,16579.90601763579
GB33OJAA55175151682312,Paul Gardner,29,38569.95087269517,37371.09170791732,1198.8591647778449
GB74PZRB36627488017678,Ian Stewart,26,66334.31532301096,40224.658928120465,26109.656394890495
GB87PQHX55128966702428,Juan Leonard PhD,24,38536.54606981312,45471.1911517521,-6934.645081938979
GB48BYDE36176919397889,James Smith,45,53026.354652390335,28191.871846911552,24834.482805478783
GB67JBGB30678378393330,James Mann,31,42457.24149980642,51143.21694668872,-8685.975446882301
GB66TGHR31890799234122,Geoffrey Brown,48,49358.616534070075,47153.81315441244,2204.8033796576347
GB29ZMJR53417873277328,Kimberly Daniels,69,53287.62410303481,47181.85725707935,6105.7668459554625
GB65KRYZ40158963009462,Kristin Riley,36,53213.57215450273,44384.75738809727,8828.814766405463
GB51VFVC85946867690415,Ann Gould,64,54219.207542352844,40196.1665769399,14023.040965412947
GB91RLQQ69516719171154,Tammy Navarro,33,66137.11269058647,46728.612359668194,19408.500330918272
GB35YZVF30430505739953,Deborah Hodges,22,54535.3430151398,45918.14133741378,8617.201677726021
GB11SAUA40225657485296,Paul Figueroa,52,47558.433647093516,36459.59289058976,11098.840756503756
GB34ALMX32900452362137,Richard Harper,29,59640.871682883575,34263.98227103099,25376.889411852586
GB66FPNQ48094362020322,Alex Huang,42,61894.70488924641,41018.56295261987,20876.14193662654
GB50UHLP65634094883370,Danielle Barry,69,37723.921848630074,55490.20151495187,-17766.279666321796
GB73BCVT05644185700926,George Thompson,38,55974.00069849858,27608.929243460992,28365.07145503759
GB67ZMTR14374987094192,Ashley Hood,53,57011.72742310898,25324.7473424756,31686.980080633384
GB23GFLW17160497676592,Jacob Murphy,40,47024.36496640008,41647.60841236517,5376.75655403491
GB92MJRB10195109024363,Andrew Rangel,33,63757.0681331162,40508.87701856018,23248.191114556015
GB45BXCK88889239116336,Tony Bright,56,48499.44412967473,41733.416643704084,6766.027485970648
GB02NQWC90681174833159,Alicia Keith,62,51255.764534715425,42439.531979085004,8816.23255563042
GB13VZWD77618606740395,Justin Bright,59,48269.281757161305,37767.97745365195,10501.304303509358
GB79MSOK06677290493056,Andrea Miller,56,50155.790475814676,54898.63438602082,-4742.843910206146
GB92HIMC27007701070407,Patricia Hernandez,31,39037.24913104798,23990.960215234845,15046.288915813137
GB68PICH70389501270004,Christopher Wilson,48,35599.49117405705,31715.02975219754,3884.4614218595125
GB08QDQM00872634614262,Bradley Wheeler,22,65945.05063224972,38967.45239850953,26977.598233740195
GB35XKAQ12670990926298,Debra Cross,52,41530.386516816725,23568.11188845833,17962.274628358395
GB41PGHV40931797266327,Sarah Miller,40,40086.076505436926,38241.45595567929,1844.6205497576375
GB60LRNJ93114371168332,Kristy Brown,46,28466.098863962852,56614.70165728018,-28148.602793317328
GB98BWGU59400972521348,Richard Hunt,60,43610.38252310498,40208.86488295962,3401.5176401453573
GB17ZTHS37940663318351,Jill Hammond,28,36769.10206592501,42307.009057186835,-5537.9069912618215
GB30NDOY37850889518480,Rachel Johnson,35,66420.15160136369,27398.3523482742,39021.799253089484
GB77VKWK68086278883419,Erin Cooper,64,60098.170893426344,33836.38591960522,26261.784973821123
GB86STGF14078839559126,Kathryn Brown,29,43118.49654822276,36248.03619676063,6870.460351462134
GB13EAAT93840466471313,Katelyn Davies,26,72524.3580534431,36822.84903243766,35701.50902100543
GB29JIAA93756860576566,Bradley Flores,27,59817.65486991594,52816.43795003769,7001.21691987825
GB19TCSQ11050290590629,Clifford Smith,61,46751.68616491378,45576.910607251244,1174.775557662535
GB48IRDF76410102931717,Scott Myers,34,25005.942851264273,28885.42043062968,-3879.477579365408
GB60NBJV33097933095255,Dana Pierce,55,72909.42572590741,42465.04778432005,30444.377941587358
GB90QJVV17658259069393,James Brown,24,36104.27533236404,44982.21748496785,-8877.942152603806
GB60TVKB64443311063953,Carolyn Shaw,63,33546.01253043108,51401.490385212666,-17855.477854781588
GB26SVUZ32962642055223,Jay Moore,30,60225.7043200964,55805.40686568373,4420.29745441267
GB82PQGG80783204008246,Steven Harris,57,74397.52406339273,29849.058081721312,44548.46598167142
GB35BOQF89115806952171,Crystal Moore,59,63842.72818510518,31891.424887896617,31951.303297208564
GB43FEUN07046689223194,Kiara Sandoval,26,55639.091200523595,27424.221410853836,28214.86978966976
GB76TSDK81056515588766,Christopher Nguyen,67,55947.54341665286,37659.80140893019,18287.74200772267
GB78KLIU11693447087848,Patrick Lewis,44,58534.15558780308,44663.58374446334,13870.571843339734
GB13GCPB77211110270690,Aaron Barrett,19,57589.28589786765,49873.34516589102,7715.940731976632
GB48WOAJ81548683424337,Brenda Gray,22,52811.91423969376,39240.48976357477,13571.424476118991
GB05DIWS39290844452571,Julie Scott,46,51042.01103951876,36801.52476745156,14240.486272067195
GB73RAGR87355585067532,Margaret Harris,54,49374.068721004776,41517.579922487406,7856.48879851737
GB46HODL30546297477986,Brian Stevens,55,42460.35411133324,31648.57098369977,10811.78312763347
GB57RESF51461055898445,Janet Potts,36,47193.24923133226,60895.38721694773,-13702.137985615474
GB96PYGR79537047206174,Jenna Salas,25,33070.43185804615,23923.389728819413,9147.042129226735
GB29AXVX47181312044794,Suzanne Ibarra,65,49016.6037320525,41847.40578895724,7169.197943095256
GB56XINN51360846973043,Melanie Zimmerman,62,40114.088928490826,60236.06219229639,-20121.973263805565
GB02FVPP94238705760042,Steve Torres,18,38964.10682784229,40067.99844559998,-1103.8916177576903
GB45LWZW61826930646227,Terry James,39,51798.94151153479,38099.609649985054,13699.331861549734
GB48NBVF01669773007066,Susan Nelson,69,63920.02286344599,36425.545771895726,27494.477091550267
GB09XRRW43370486619557,Alex Morris,34,59183.16606002313,38196.08318237592,20987.08287764721
GB21IBWX99776961899267,Erica Murray,24,34294.993963768226,53728.4847467653,-19433.490782997076
GB32EHPQ18469736092882,William Mason,42,40103.71863429662,17881.38088670493,22222.337747591693
GB51EOFR49583727719547,Toni Ortiz,62,59407.71187988216,55334.33701296325,4073.374866918908
GB42DRXR25123454240538,Sharon Esparza,21,40175.1260646169,25760.42847549855,14414.697589118354
GB58BOKD46960292304474,Cheryl Stone,53,47753.66850002975,37333.47670765585,10420.191792373902
GB14YXSI85707441089605,Kimberly Perez,23,55500.52099024552,35707.55579701338,19792.965193232136
GB20USMZ50165209788551,Ashley Reeves MD,48,40316.555451363645,45885.532697707196,-5568.977246343551
GB44CNBA69298072221401,Stephanie Thomas,36,51053.7550614596,24018.756481162523,27034.998580297073
GB79WCCP25361559966240,Kyle Koch,61,36659.74505081795,44621.726660819426,-7961.981610001472
GB62JALR45798918417852,Albert Jimenez,56,43986.323560487865,60243.09623286853,-16256.772672380663
GB60WWNH57269178459543,Natalie Riley,44,53197.81934142537,26368.259954071895,26829.559387353474
GB19CXKH88533066910721,Emily Mccoy,27,34070.062664683304,41897.06167610396,-7826.999011420652
GB50JBIC41447351092935,Samuel Jones,43,54404.74737960399,33380.17822203391,21024.569157570084
GB31VAVO20638079802503,Justin Vargas,36,49803.62201073319,44258.87206193036,5544.749948802833
GB49NJUL78416533939394,Julie Jackson,56,55524.89954417148,40191.47777415752,15333.421770013956
GB14MYCH53537410384931,Ricky Francis,20,52239.141340646616,33585.1309095569,18654.010431089715
GB20FZMN05481603229364,Steven Edwards,62,63641.40429973844,44878.72284871074,18762.681451027696
GB66LQAY27588729672649,Alexis Adams,30,51252.245026479075,58043.48109786743,-6791.236071388354
GB44NTFL07926336366416,Victoria Norman,67,45705.94458874747,38090.96208272701,7614.98250602046
GB03PWME94581203304220,Amanda Lane,45,51222.975030322836,47197.579421481816,4025.3956088410196
GB43UMDA63048402222579,Amy Bennett,37,55432.980290363885,27067.270421288362,28365.709869075523
GB79XFMJ42054137874836,Anne Stevens,45,50488.60070325704,30435.636231819914,20052.964471437128
GB42RYRG17268605882693,Casey Morris,25,50405.916912038825,44724.062778803775,5681.8541332350505
GB89UYOZ32803059414986,Keith Delgado,58,42980.08312193245,54841.16028535965,-11861.077163427202
GB14SRON01454762512183,Lauren Martin,56,43370.99082449052,43556.1334878566,-185.14266336608125
GB14JPPF54172747579990,Benjamin Mason,18,35973.947282003064,36869.419694768454,-895.4724127653899
GB76ZHNR78010141795292,Christina Mendoza,20,67495.76743186939,39992.914054233544,27502.853377635845
GB33OLWB92745736374905,Kevin Reyes,30,37561.36764608715,27495.922660302826,10065.444985784325
GB25DGJN35033951664858,Dr. Jason Long PhD,45,43070.948022040924,46045.153263553664,-2974.20524151274
GB22VWPV80831157148258,Michael Richardson,66,42815.927344308024,48823.33062323409,-6007.403278926067
GB73BTFY99620649332297,Paula Farley,42,58949.243769444416,35479.0966716692,23470.147097775218
GB91UGUX52548336349644,Tony Smith,50,47050.50321707972,35299.57852240498,11750.924694674737
GB04BMGP10885203173182,Zachary Knapp,55,62477.420726737335,42658.78229652048,19818.63843021685
GB82VMXG32859626858541,Vincent Young,23,43265.09375756131,35632.80263959405,7632.2911179672665
GB40SRKR32338628280501,Rachel Singleton,61,52789.94162223802,39338.67385374178,13451.26776849624
GB16DPKY56913795516536,Carrie Moore,62,41646.529467402426,60997.217891665154,-19350.688424262727
GB52EYYV14432953096649,Bryan Mckinney,49,71451.49127773388,37529.742992540036,33921.74828519384
GB24AIRD08027076330551,Chase Harris MD,62,38124.01580970487,36416.598479787775,1707.4173299170943
GB03YNCZ68729495403223,Joel Hill,64,53098.20710227027,33524.58194364841,19573.625158621864
GB44WIHS08267420221043,Jason English,38,56337.76880932099,47441.91971499937,8895.849094321617
GB59PWVR04165346538490,Alyssa Thomas,33,54137.990974514985,38187.75826781897,15950.232706696013
GB82VQEF55810951802366,Samantha Bennett,38,48147.123411222914,33506.26961678574,14640.853794437171
GB92VKBA08689983976096,Alex Carter,28,48701.79300266574,53213.04032273012,-4511.24732006438
GB75GCSS29103349479663,Cory Smith,54,50438.1147197911,54196.03004513637,-3757.915325345275
GB97XPMW06927323924613,David Kelley,53,48529.979983715115,33995.76434261295,14534.215641102164
GB34LMRE86499435773169,Devin Myers,52,59638.79116794909,21334.600486393836,38304.19068155526
GB25DIZP52895233406818,Andrew Simpson,36,72105.23001591352,50075.13689836922,22030.093117544297
GB11TGRT21214190839144,Courtney Johnson,37,44425.08214992166,33153.70174239996,11271.380407521705
GB18MYVQ55629772886824,Amanda Hall,35,36301.97020420922,47906.25599162769,-11604.28578741847
GB42LDNQ15784267387229,Steven Edwards,64,49117.17951648745,20298.961822881643,28818.217693605806
GB53WGIQ81645220151219,Sandra King,58,75797.09337654318,48925.97338299309,26871.11999355009
GB03JPGL70044767988512,Jessica Butler,66,41963.254320302694,27888.28070719219,14074.973613110506
GB29OXGP10946409545736,Jason Murphy,31,66391.16805444067,47307.64119066524,19083.526863775427
GB14LNZZ17392300831452,Sarah Lambert,32,66777.0081407644,40142.73067836434,26634.27746240006
GB14ZUVI10131966443898,Dawn Carlson,48,44464.11758292005,30460.60580603355,14003.511776886502
GB92ZVHJ48232874352682,John Davis,18,55689.83079185276,35929.636870732196,19760.19392112056
GB39QZAG67029271315459,Terri Wood MD,20,66283.96623128538,46863.184569567005,19420.78166171837
GB83QIYP67024676912513,Melanie Rubio,33,46208.72259012513,41058.944531152345,5149.7780589727845
GB08PQYW76995461005792,John Nixon,40,47964.19639897638,45844.12980472484,2120.0665942515407
GB44JWHL66180753981200,Michael Smith,28,44183.19086051356,59764.405845154855,-15581.214984641294
GB41NVIM02688894377856,Shawn Jackson,29,39852.43269307133,24357.583882889485,15494.848810181844
GB61VSON81905237731007,Jordan Taylor,27,43507.22454933993,56172.12574968624,-12664.901200346307
GB69NYYA76555464999970,Melissa Walker,49,37760.59733237744,41043.55937523213,-3282.9620428546914
GB75GJNX59639072584598,Jesus Hampton,33,50340.83468259226,31012.15951676872,19328.675165823544
GB65JLCM36883394388028,Ryan Turner,25,42300.26768941359,26696.8637426101,15603.403946803486
GB84TJAB89183283601332,Allison Fisher,55,52337.85911790748,38108.79609222966,14229.063025677817
GB69OKEJ32814451308115,Cindy Roth,29,34441.04353796373,49216.501119244596,-14775.457581280869
GB25GYXT63079298304717,Tiffany Medina,41,53308.80232214457,38724.508796224654,14584.293525919915
GB53ZZIW47916942826494,Karen Rodgers,45,58335.28961608925,55111.549302473475,3223.7403136157736
GB30FEPO43558607884430,Anna Doyle,25,30062.643574285445,25488.24309948441,4574.400474801034
GB60LCVN55407475921479,Benjamin Williamson,45,53740.56569847572,39879.11052153946,13861.455176936266
GB19QYKN54973161213788,Barbara Barajas,53,62276.68992473292,27476.06555586881,34800.62436886411
GB75JJCA52719452297006,Jessica Barron,43,37903.58981308794,43636.31882624968,-5732.729013161734
GB74FYLK69477531470082,Jaclyn Dawson,25,66725.72386837703,48868.873900973005,17856.84996740402
GB84NXNV34945685909287,Stanley Perez,67,54190.19009366045,35792.38206318947,18397.80803047098
GB93PBDU18108561292958,Gail Kramer,45,42949.88144241591,13957.861433728658,28992.020008687257
GB96TFGE39357461969564,Joanne Powell,45,49442.30922342294,41989.48146796494,7452.827755457998
GB93WPGH86861366681963,Benjamin Davis,54,55583.26912521722,44367.38551733509,11215.883607882133
GB37AYVH91197265488485,William Meadows,58,50760.05391412412,44042.947549616976,6717.106364507141
GB72IGES95612308001580,Paige Williams,53,55387.55992446369,52357.82191822154,3029.7380062421507
GB86VBDT25652538844252,Michelle Nelson,44,40793.264069206336,29289.463203509513,11503.800865696823
GB34GDGS87504410796943,Christine Kidd,34,51693.60824036078,46802.1610545045,4891.447185856283
GB82TTWT17733919989681,Elizabeth Anderson,26,35862.855030950195,51925.07512477975,-16062.220093829557
GB66LJFX04813497016283,Jessica Horn,50,48887.739386513,22214.124159934832,26673.615226578167
GB70QDRX29572347393096,Ashley Martinez,37,40960.9235853521,43196.518259189776,-2235.5946738376733
GB16VEDV86348313211316,Ashley Mays,30,42644.70057410233,34958.201689923284,7686.498884179047
GB71ELSA97963860023675,Natalie Lee,45,62360.93175210437,39184.77326898354,23176.15848312083
GB56RMPM20100355949656,Collin Stephens,65,60913.10120594269,43476.764835383365,17436.336370559322
GB92SHLZ32690106559224,Mary Robinson,46,56091.38120907177,35127.714358864476,20963.666850207293
GB63VPRR47268829242447,Scott Lucas,30,39076.87235327421,33242.91920838388,5833.953144890329
GB34ATUI93290821894221,Daniel Mullen,63,46835.91550305198,40341.524174880244,6494.39132817174
GB13LSHG30610717494503,Robert Brown,52,62130.976999791834,29127.540611371976,33003.436388419854
GB80WQXF88745506129682,Jeffrey Graves,23,51417.16913639905,29141.748711148146,22275.4204252509
GB51YAWN12345586836612,Lauren Boyd,35,73193.29539981694,46793.73282956504,26399.562570251903
GB83IXKK17683531109070,Joshua Ramirez,68,53933.178393943715,28512.05964841344,25421.118745530275
GB74LXID00283329369196,Benjamin Austin,22,51920.49116490032,46663.12500909212,5257.366155808202
GB14NPFS53036065414731,Zachary Reyes,64,46908.83535797499,44625.91292853951,2282.922429435479
GB23HNZR00736925596608,Cole Gonzales,42,51335.40904782282,22741.932712094032,28593.476335728785
GB14FDQC61346297590144,Brittany Fletcher,19,48475.30163619456,33224.353476643446,15250.948159551117
GB30YXOW58874614018714,Joanna Carter,27,57081.08676688591,51941.09403047372,5139.992736412183
GB62KNUA34720009058068,Joanne Simon,47,59567.02316794584,30188.344688603185,29378.678479342652
GB80GCEO72045090231776,Robert Lutz,67,42140.1053949205,35355.957376906124,6784.148018014377
GB21FWVR33417056703295,Edgar Buchanan,62,36687.67046442222,44620.60893251897,-7932.938468096749
GB12EZAD43601489309239,Erin Nelson,22,31637.946268967033,47833.90509282595,-16195.95882385892
GB90SPRH26574010706810,Kimberly Martin,50,55079.913269125434,37484.61113955504,17595.302129570395
GB84VJWL86976502415441,Kimberly Buck,18,38966.33393826126,34024.89805308358,4941.435885177678
GB63QPKT32308735202776,Jane Miller,35,28471.09407047517,54223.69861698508,-25752.60454650991
GB13PWVJ85594395058160,Diana Holland,49,53885.786045309644,57388.99663797579,-3503.210592666146
GB58KPUI53382840526084,Stephanie Pittman,64,74929.99517432791,49788.580507817955,25141.414666509954
GB96IMAW15099639967247,Debra Gilbert,66,49939.29088460107,40853.18142565024,9086.109458950828
GB53OART58613654852277,David Russell,28,58384.90774451642,31917.342783590735,26467.564960925687
GB93JPEK74604536023563,Michael Smith,38,50818.29358547565,31695.55593443435,19122.7376510413
GB37BXME68222562791026,Emily Carey,43,49011.10346808857,45225.14105265758,3785.962415430993
GB03ZAUY99596656285663,Cassandra Cox,42,59190.764829877684,44183.98220888684,15006.782620990845
GB72LBZT44212633175733,Trevor Obrien,39,47097.254558113484,54015.985929464296,-6918.731371350812
GB81OUXA78657771278590,Christian Miller,44,52673.92314071903,46504.50092536139,6169.422215357641
GB69ICRE78631937365775,Morgan Mullins,66,53216.97806196014,24969.196982401816,28247.78107955832
GB78UMTP24217165617361,Elizabeth White,30,43319.09546356951,50519.47617722918,-7200.380713659673
GB85QDCM38375926808650,Krystal Simpson,50,59920.42349536523,30019.39372685587,29901.029768509357
GB16VYFW05053785714028,Chris Cain,51,48250.402433045914,36160.287280476485,12090.11515256943
GB72KBII25563911572658,Jonathan Santos,58,42442.54840507155,42502.00206251694,-59.45365744538867
GB57AJPH32835123698800,Carolyn Hopkins,52,55365.098435704036,59956.67489783964,-4591.576462135607
GB15UTEB99282481160598,Daryl Moses,18,41015.32018208963,71099.18556005361,-30083.86537796398
GB75ICAH79548350930226,Christine Floyd,38,50281.81157369128,46067.230591361826,4214.580982329455
GB60HDHV04683119479092,Samantha Richard,65,49908.810033557966,38168.03381279612,11740.776220761843
GB68EYQD68976970635361,Jessica Martin DVM,23,60858.95565831578,45345.0564848055,15513.899173510283
GB83DMFH23321183704975,Susan Christensen,45,54746.98232879953,48876.55425873836,5870.428070061171
GB49KBUR92570707328846,Joseph Gardner,34,49749.73041254856,36793.32374442808,12956.406668120479
GB40NQSR90191587066869,Charles Marquez,22,58177.66299200287,57952.11355912322,225.54943287964852
GB26KACC48582644128919,Kevin Adams,48,63902.075490173134,42300.70759191402,21601.367898259115
GB06PIGC42138374869022,Nicholas Thompson,22,55578.103063518625,44977.43089091394,10600.672172604682
GB78QWFZ39278830808267,Christopher Smith,55,50103.52619843381,46659.24252054461,3444.283677889194
GB48MXOJ11897194226281,Sarah Montoya,20,36881.6376764984,44215.86610614456,-7334.2284296461585
GB73YKAR00327232540631,Robert Smith,40,39348.863369246275,48389.40500469613,-9040.541635449852
GB83YQKF06059366831277,Thomas Barr,54,46947.752956453325,33827.46813453077,13120.284821922556
GB95XTKD04684896980783,Jill Kent,54,43904.87797840717,34416.98246053969,9487.895517867473
GB28MMSM23418023099591,Paula Howard,27,48130.28697014554,28998.457670283053,19131.82929986249
GB64XJDZ63749451279672,Laura Woods,27,50566.49924897107,44395.01230620226,6171.48694276881
GB59IDWG73930249728257,Kathleen Diaz,36,55296.927543567304,47789.36503512114,7507.562508446164
GB03CEYQ37005277096519,Kyle Ali,34,49295.01221940909,44577.72866151886,4717.28355789023
GB54GVPP98223279229391,Rhonda Williams,38,54865.01643826202,56744.92433347537,-1879.9078952133495
GB67TFMS76375512639116,Sandy Johnson,31,50644.7441481012,39944.03981170953,10700.704336391667
GB50YAKL97259830535365,Travis Ball,26,30245.33433646129,46687.41655592513,-16442.08221946384
GB22SNNB03737840222584,Trevor Boyd,63,40606.646061812455,29082.991238606857,11523.654823205597
GB89XXLO98153813131312,Christine Mckay,18,48559.12444278385,36129.00297525599,12430.121467527853
GB61QDDF33705152977817,Elizabeth Howard,68,37903.05257158892,46955.377575657774,-9052.32500406885
GB19XFXL54309264662415,Donald Cole,62,55999.287299962045,48491.02110743144,7508.266192530602
GB42UBPA33361185487657,Thomas Day,30,65307.508323436974,37060.33052335818,28247.177800078796
GB44XOVW84207350285931,Cameron Lee,21,62187.61851697317,39284.00748141933,22903.61103555384
GB62DIHA51518237221973,Mario Fischer,18,47865.57129069792,24821.262533191904,23044.308757506013
GB29UEUQ56902363934991,Kristen Butler,66,64907.26136849952,36429.70799193391,28477.553376565615
GB81MUYK56699281134585,Daniel Taylor,57,51486.67457202112,48903.831635197865,2582.8429368232537
GB24MFAU49804613812383,John Simmons,49,46629.1402888196,45752.050161065665,877.0901277539378
GB70CRQO72760082337704,Haley Erickson,51,43865.9733645906,45006.6572138121,-1140.6838492214956
GB03FVJT24885170488702,Jason Holmes,45,46975.30313511872,40497.736871809604,6477.566263309112
GB52VIDJ92265593396418,Sarah Carter,48,46118.231814587714,40070.631586281765,6047.60022830595
GB67RIZH13481957972787,Lee Baker,25,51704.16222375488,33396.78860526553,18307.37361848935
GB63GJNU53918822745366,Kevin Garza,56,51605.73981049864,46988.284202025345,4617.455608473298
GB64GYFL57484973402676,Krista Romero,43,50030.460201534144,44209.7294438939,5820.730757640245
GB21QYBF94647175076582,Alan Quinn,51,54369.3816974635,44920.188479927994,9449.193217535503
GB25LVDG92213798473670,Jack Galloway Jr.,20,61906.462747863414,34739.6515733242,27166.811174539216
GB51WQVN82766795926011,Michelle Bradford,67,59495.54135441324,18466.570801287555,41028.970553125684
GB11BRSX01102959854775,Ronald Ross,29,35151.020315500966,50971.527117536956,-15820.50680203599
GB34GRBI03185950416084,Steven Thompson,18,24460.788650980452,35211.62543991596,-10750.836788935507
GB50TFBN10663969360220,Nathan Nelson,61,59343.19911239274,31372.242359568794,27970.956752823942
GB57DAGP87978610631031,Katelyn Hernandez,22,36331.21301584579,46934.78911913994,-10603.576103294152
GB40WDFQ64763615825130,Tina Smith,47,47752.345981073166,36079.87360080871,11672.472380264458
GB86FXSZ80629961255846,Rachel Brock,47,38298.86973940641,50599.36384046622,-12300.494101059812
GB73NIOF20426705190175,Anne Jacobs,34,31980.1956241998,46170.059495766975,-14189.863871567173
GB61MGIB10214223298375,Sean Davis,65,55414.62728204788,46835.69323200478,8578.934050043099
GB39QLNF18631784831357,Ashley Lewis,64,57591.55160302647,26340.442887994657,31251.108715031813
GB80LNEX72396939095867,Michael Wagner,40,44234.8959927328,52119.439853864,-7884.543861131198
GB66OOJO47881913775184,Stephen Anderson,32,24089.5770785509,42612.50531233856,-18522.928233787658
GB82KGHG35852913113099,Jeremy Juarez,54,44537.55551747517,36307.22860753797,8230.326909937205
GB34VOPY48012522002219,Megan Cooper,38,53918.04005402546,41433.88467342251,12484.155380602955
GB67OKAG91443572354725,Michael Rogers,31,35210.88431225871,22237.6476710168,12973.236641241914
